discounted_reward,final_state_type,free_space_estimate,git_commit_id,hist_validation_hash,i_run,median_planning_time,median_prediction_time,median_updater_time,n_steps,pi_key,planner_hbm_key,simulation_hbm_key,solver_setup_key,undiscounted_reward,combined_median_time,normalized_discounted_reward
-35.738839791528136,success,-25.28279056684035,5a46325adf0116a43ebc2296b147f08be455863e,2398248725683286e3,231,0.2789281135,0,0.018100781,44,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-44,0.29702889450000003,-10.456049224687785
-41.29632180625151,success,-25.28279056684035,5a46325adf0116a43ebc2296b147f08be455863e,6924013166857454e3,231,0.002087258,0.011952653,0.01081658,53,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-53,0.024856491,-16.01353123941116
-38.88827604671345,success,-26.029962661171947,5a46325adf0116a43ebc2296b147f08be455863e,1765022411829781e4,251,0.297018575,0,0.010926355,49,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-49,0.30794493,-12.858313385541503
-35.738839791528136,success,-26.029962661171947,5a46325adf0116a43ebc2296b147f08be455863e,8571970612474357e3,251,0.002029791,0.011772364,0.0093393155,44,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-44,0.0231414705,-9.70887713035619
-33.102824143031924,success,-24.52807127963672,5a46325adf0116a43ebc2296b147f08be455863e,7462128869709068e3,271,0.26255546500000004,0,0.0097527755,40,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-40,0.2723082405,-8.574752863395204
-30.358678195042607,success,-24.52807127963672,5a46325adf0116a43ebc2296b147f08be455863e,16581316947553047e3,271,0.0023207415,0.011588873,0.009236467500000001,36,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-36,0.023146082000000002,-5.8306069154058875
-29.65523050004304,success,-22.217864060085315,5a46325adf0116a43ebc2296b147f08be455863e,692120412192099e4,291,0.255388924,0,0.010166175,35,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-35,0.265555099,-7.437366439957724
-28.944677272770747,success,-22.217864060085315,5a46325adf0116a43ebc2296b147f08be455863e,11044209218985767e3,291,0.002993385,0.01212133,0.0095221015,34,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-34,0.0246368165,-6.726813212685432
-244.48794048206534,success,-22.217864060085315,5a46325adf0116a43ebc2296b147f08be455863e,3183757913139710500,311,0.290642473,0,0.009669922,71,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-311,0.300312395,-222.27007642198004
-26.029962661171943,success,-22.217864060085315,5a46325adf0116a43ebc2296b147f08be455863e,14610594148595067e3,311,0.0021067409999999996,0.011854291999999999,0.0091372225,30,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-30,0.023098255499999998,-3.8120986010866282
