discounted_reward,final_state_type,free_space_estimate,git_commit_id,hist_validation_hash,i_run,median_planning_time,median_prediction_time,median_updater_time,n_close,n_steps,pi_key,planner_hbm_key,simulation_hbm_key,solver_setup_key,undiscounted_reward,combined_median_time,normalized_discounted_reward
-49.00142537504342,success,-35.08973716315974,dcdd3e8ad0162d692145134a64a0b81109e09d93,417220263232978900,396,0.006082763,0.012213618,0.010952801,0,67,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-67,0.029249182,-13.911688211883678
-1073.8817361579,failure,-13.994164535871148,dcdd3e8ad0162d692145134a64a0b81109e09d93,1696720937660799e4,416,0.234791554,0,0.0101857605,6,6,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-1126,0.24497731450000002,-1059.8875716220289
-1031.79,failure,-13.994164535871148,dcdd3e8ad0162d692145134a64a0b81109e09d93,8059312260374289e3,416,0.0045366865,0.014124995000000001,0.0124805755,2,2,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-1042,0.031142257,-1017.7958354641288
-78.07098590577115,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,4932905123805503e3,436,0.260037294,0,0.0094469055,2,48,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-88,0.26948419949999997,-52.788195338930805
-81.683358588189,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,1956775092876317e3,436,0.0116683815,0.012135918,0.009741609,2,54,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-94,0.0335459085,-56.40056802134865
-44.173386145213584,success,-27.501966404214624,dcdd3e8ad0162d692145134a64a0b81109e09d93,1755719609225773e3,456,0.311736667,0,0.009593653,0,58,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-58,0.32133032,-16.67141974099896
-66.21085437450523,success,-27.501966404214624,dcdd3e8ad0162d692145134a64a0b81109e09d93,13102958223049878e3,456,0.011519193,0.012053446,0.01001406,1,69,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-89,0.033586699,-38.708887970290604
-39.49939328624632,success,-19.02721317787414,dcdd3e8ad0162d692145134a64a0b81109e09d93,7030974120813742e3,476,0.2439527935,0,0.009560742,0,50,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-50,0.2535135355,-20.47218010837218
-28.226946740172473,success,-19.02721317787414,dcdd3e8ad0162d692145134a64a0b81109e09d93,1719715764883259600,476,0.027404292,0.011978871,0.009454647,0,33,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-33,0.048837809999999995,-9.199733562298334
-122.42490693038916,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,4809394388388875e3,496,0.23767066,0,0.009896779,6,65,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-185,0.247567439,-97.14211636354881
-41.883358588189,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,15775220264251611e3,496,0.0212921665,0.0124802135,0.0095345695,0,54,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-54,0.0433069495,-16.600568021348646
-46.90944570448863,success,-31.744540498961264,dcdd3e8ad0162d692145134a64a0b81109e09d93,13494802252289747e3,516,0.269630526,0,0.009652937,0,63,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-63,0.27928346299999995,-15.164905205527369
-46.373177479281445,success,-31.744540498961264,dcdd3e8ad0162d692145134a64a0b81109e09d93,4404009658867499500,516,0.026164812,0.012310579,0.0097186955,0,62,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-62,0.0481940865,-14.62863698032018
-28.944677272770747,success,-10.466174574128356,dcdd3e8ad0162d692145134a64a0b81109e09d93,4049924248152185e3,536,0.23056767350000001,0,0.0201084995,0,34,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-34,0.250676173,-18.47850269864239
-26.769663034560224,success,-10.466174574128356,dcdd3e8ad0162d692145134a64a0b81109e09d93,2597645968933625e3,536,0.009037621,0.011953629,0.009638048,0,31,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-31,0.030629298,-16.30348846043187
-179.2801928582827,success,-29.655230500043043,dcdd3e8ad0162d692145134a64a0b81109e09d93,15756791707715496e3,556,0.261915565,0,0.009817949,10,85,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-285,0.271733514,-149.62496235823966
-42.464525002307106,success,-29.655230500043043,dcdd3e8ad0162d692145134a64a0b81109e09d93,5564376416480085e3,556,0.00227392,0.01210749,0.010034062,0,55,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-55,0.024415472,-12.809294502264063
-106.05044751717469,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,7248878709761119e3,576,0.277146748,0,0.009286738999999999,4,48,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-128,0.286433487,-80.76765695033434
-37.01763687967673,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,13668746870524834e3,576,0.0026234455,0.012055093999999999,0.0095177475,0,46,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-46,0.024196286999999997,-11.734846312836378
-37.01763687967673,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,14004726465079693e3,596,0.2541455495,0,0.011536867999999999,0,46,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-46,0.2656824175,-12.48956560004001
-34.43407794258559,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,12733622839409033e3,596,0.0022728695,0.0118986385,0.009732365,0,42,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-42,0.023903873,-9.906006662948869
-58.164301795496705,success,-19.836941046095397,dcdd3e8ad0162d692145134a64a0b81109e09d93,8855711093292363e3,616,0.250780101,0,0.01004809,2,29,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-69,0.260828191,-38.32736074940131
-74.09985773729481,success,-19.836941046095397,dcdd3e8ad0162d692145134a64a0b81109e09d93,14512479321891613e3,616,0.0021183415,0.0119859175,0.0098002645,3,28,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-88,0.0239045235,-54.262916691199415
-37.01763687967673,success,-14.854222890512437,dcdd3e8ad0162d692145134a64a0b81109e09d93,1185436868568823e4,636,0.2356835865,0,0.0100824065,0,46,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-46,0.245765993,-22.16341398916429
-183.03146678761706,success,-14.854222890512437,dcdd3e8ad0162d692145134a64a0b81109e09d93,5901710048473782e3,636,0.0250639665,0.011789314,0.00968227,8,54,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-214,0.0465355505,-168.17724389710463
-28.226946740172473,success,-12.247897700103202,dcdd3e8ad0162d692145134a64a0b81109e09d93,13143425761976646e3,656,0.226244498,0,0.010024923,0,33,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-33,0.23626942099999998,-15.97904904006927
-31.74454049896126,success,-12.247897700103202,dcdd3e8ad0162d692145134a64a0b81109e09d93,7758671757171305e3,656,0.0788692285,0.012269144999999999,0.0112866075,0,38,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-38,0.102424981,-19.49664279885806
-27.50196640421462,success,-13.994164535871148,dcdd3e8ad0162d692145134a64a0b81109e09d93,14742419711691401e3,676,0.250641041,0,0.0094520765,0,32,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-32,0.2600931175,-13.507801868343472
-28.226946740172473,success,-13.994164535871148,dcdd3e8ad0162d692145134a64a0b81109e09d93,1127749415481105700,676,0.114506357,0.012327897,0.010072549,0,33,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-33,0.136906803,-14.232782204301325
-55.08973716315975,success,-27.501966404214624,dcdd3e8ad0162d692145134a64a0b81109e09d93,12290349695579394e3,696,0.292888468,0,0.009921425,1,43,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-63,0.302809893,-27.587770758945123
-58.27098590577118,success,-27.501966404214624,dcdd3e8ad0162d692145134a64a0b81109e09d93,9955062445275714e3,696,0.0236294425,0.011980298,0.0097134005,1,48,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-68,0.045323141,-30.769019501556553
-44.73165228376145,success,-37.64746051087997,dcdd3e8ad0162d692145134a64a0b81109e09d93,11568392986510334e3,716,0.335436079,0,0.009907099,0,59,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-59,0.345343178,-7.084191772881482
-45.28433576092383,success,-37.64746051087997,dcdd3e8ad0162d692145134a64a0b81109e09d93,5129846052847238e3,716,0.0019681285,0.012186176,0.010447057,0,60,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-60,0.0246013615,-7.636875250043865
-28.944677272770747,success,-12.247897700103202,dcdd3e8ad0162d692145134a64a0b81109e09d93,839388629194624400,736,0.21670048,0,0.009708313,0,34,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-34,0.226408793,-16.696779572667545
-31.74454049896126,success,-12.247897700103202,dcdd3e8ad0162d692145134a64a0b81109e09d93,10308133144046156e3,736,0.130463291,0.012291855,0.009905701,0,38,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-38,0.15266084700000002,-19.49664279885806
-43.03987975228404,success,-22.995685419484463,dcdd3e8ad0162d692145134a64a0b81109e09d93,1430765057513887e4,756,0.2719376,0,0.009405303,0,56,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-56,0.281342903,-20.044194332799574
-46.90944570448863,success,-22.995685419484463,dcdd3e8ad0162d692145134a64a0b81109e09d93,1320681400770646e4,756,0.022184578,0.012294147,0.010549887,0,63,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-63,0.045028611999999996,-23.91376028500417
-31.74454049896126,success,-22.995685419484463,dcdd3e8ad0162d692145134a64a0b81109e09d93,2745318645762983e3,776,0.2765720715,0,0.0101726195,0,38,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-38,0.286744691,-8.748855079476797
-33.102824143031924,success,-22.995685419484463,dcdd3e8ad0162d692145134a64a0b81109e09d93,359986602090230900,776,0.0022527075000000002,0.012335581,0.010369300000000001,0,40,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-40,0.024957588500000003,-10.107138723547461
-32.427095093971644,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,8592569759010743e3,796,0.272452968,0,0.009348247,0,39,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-39,0.281801215,-7.8990238143349245
-33.102824143031924,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,287895818292959e4,796,0.0048424755,0.012046369000000001,0.010450570999999999,0,40,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-40,0.0273394155,-8.574752863395204
-64.73165228376146,success,-19.02721317787414,dcdd3e8ad0162d692145134a64a0b81109e09d93,3030852451996515e3,816,0.264938276,0,0.009608126,1,59,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-79,0.27454640199999997,-45.704439105887325
-57.647460510879974,success,-19.02721317787414,dcdd3e8ad0162d692145134a64a0b81109e09d93,14420086359187866e3,816,0.007850802,0.012649653,0.009908472,1,47,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-67,0.030408927,-38.620247333005835
-92.07315902618969,success,-8.64827525163591,dcdd3e8ad0162d692145134a64a0b81109e09d93,14555629341804925e3,836,0.261235126,0,0.01035705,3,49,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-109,0.27159217599999996,-83.42488377455378
-21.432185919278094,success,-8.64827525163591,dcdd3e8ad0162d692145134a64a0b81109e09d93,10993125884494727e3,836,0.008591104,0.012314519,0.0096723055,0,24,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-24,0.030577928500000004,-12.783910667642184
-44.73165228376145,success,-31.744540498961264,dcdd3e8ad0162d692145134a64a0b81109e09d93,9415582156016118e3,856,0.301517701,0,0.009574972,0,59,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-59,0.31109267300000004,-12.987111784800184
-38.88827604671345,success,-31.744540498961264,dcdd3e8ad0162d692145134a64a0b81109e09d93,12855840823394984e3,856,0.0022285,0.011667375,0.009448273,0,49,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-49,0.023344148000000002,-7.143735547752186
-43.609480954761196,success,-26.769663034560228,dcdd3e8ad0162d692145134a64a0b81109e09d93,2535734565630505500,876,0.279848328,0,0.009551136,0,57,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-57,0.289399464,-16.839817920200968
-50.96202283603285,success,-26.769663034560228,dcdd3e8ad0162d692145134a64a0b81109e09d93,5609579900076025e3,876,0.002194726,0.012175267,0.00991043,1,43,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-63,0.024280423000000002,-24.192359801472623
-26.769663034560224,success,-14.854222890512437,dcdd3e8ad0162d692145134a64a0b81109e09d93,13317976060970897e3,896,0.252521858,0,0.009674281,0,31,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-31,0.262196139,-11.915440144047787
-19.836941046095394,success,-14.854222890512437,dcdd3e8ad0162d692145134a64a0b81109e09d93,16924016770877602e3,896,0.0023963785,0.012003007,0.0096894095,0,22,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-22,0.024088795,-4.9827181555829565
-1064.603367822272,failure,-18.20930624027691,dcdd3e8ad0162d692145134a64a0b81109e09d93,14256861868324078e3,916,0.265042004,0,0.01004787,10,15,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-1215,0.275089874,-1046.3940615819952
-1084.1887234182964,failure,-18.20930624027691,dcdd3e8ad0162d692145134a64a0b81109e09d93,5528335575484515e3,916,0.0027273,0.012211568,0.00979747,10,13,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-1213,0.024736338000000004,-1065.9794171780195
-40.703355359850015,success,-21.432185919278098,dcdd3e8ad0162d692145134a64a0b81109e09d93,10349853621271175e3,936,0.2450336125,0,0.0097659665,0,52,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-52,0.254799579,-19.271169440571917
-32.427095093971644,success,-21.432185919278098,dcdd3e8ad0162d692145134a64a0b81109e09d93,7324401477153369e3,936,0.006875777,0.012111865,0.010027268,0,39,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-39,0.029014909999999998,-10.994909174693547
-49.51141112129298,success,-26.769663034560228,dcdd3e8ad0162d692145134a64a0b81109e09d93,10604040198842194e3,956,0.26902018250000004,0,0.009537130500000001,0,68,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-68,0.27855731300000003,-22.741748086732752
-33.77179590160161,success,-26.769663034560228,dcdd3e8ad0162d692145134a64a0b81109e09d93,8779354005469681e3,956,0.002251791,0.012247601,0.010062833,0,41,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-41,0.024562225,-7.002132867041379
-44.173386145213584,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,14522389775092249e3,976,0.2868413825,0,0.009743587500000001,0,58,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-58,0.29658497,-19.645314865576864
-42.464525002307106,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,16830915204510878e3,976,0.002236412,0.012072694,0.00978206,0,55,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-55,0.024091166,-17.936453722670386
-40.104399353383855,success,-29.655230500043043,dcdd3e8ad0162d692145134a64a0b81109e09d93,1484279438118876e4,996,0.296023077,0,0.009643669,0,51,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-51,0.30566674600000004,-10.449168853340812
-43.03987975228404,success,-29.655230500043043,dcdd3e8ad0162d692145134a64a0b81109e09d93,8410360024933083e3,996,0.002227368,0.012001356500000001,0.009888842,0,56,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-56,0.0241175665,-13.384649252240994
-49.00142537504342,success,-37.017636879676736,dcdd3e8ad0162d692145134a64a0b81109e09d93,12436902753583313e3,1036,0.295379957,0,0.009570401,0,67,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-67,0.30495035800000003,-11.983788495366682
-43.609480954761196,success,-37.017636879676736,dcdd3e8ad0162d692145134a64a0b81109e09d93,15669418958571497e3,1036,0.002634778,0.012163532,0.010148026,0,57,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-57,0.024946336,-6.59184407508446
-74.84546090293179,success,-16.548623854991238,dcdd3e8ad0162d692145134a64a0b81109e09d93,8102643457586185e3,1016,0.237515799,0,0.01044318,2,53,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-93,0.247958979,-58.296837047940556
-75.43249768486928,success,-16.548623854991238,dcdd3e8ad0162d692145134a64a0b81109e09d93,9529061861407248e3,1016,0.0070717875,0.012510548,0.010351095000000001,2,54,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-94,0.0299334305,-58.88387382987804
-35.738839791528136,success,-30.35867819504261,dcdd3e8ad0162d692145134a64a0b81109e09d93,17152792808725762e3,1056,0.2699105555,0,0.009322478,0,44,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-44,0.2792330335,-5.380161596485525
-35.738839791528136,success,-30.35867819504261,dcdd3e8ad0162d692145134a64a0b81109e09d93,2833754537750781400,1056,0.002391002,0.012069356,0.009530327500000001,0,44,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-44,0.0239906855,-5.380161596485525
-89.9154890923314,success,-19.836941046095397,dcdd3e8ad0162d692145134a64a0b81109e09d93,10227849705365365e3,1076,0.2409537225,0,0.0100824245,3,58,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-118,0.251036147,-70.078548046236
-91.57359535043241,success,-19.836941046095397,dcdd3e8ad0162d692145134a64a0b81109e09d93,9082799008357554e3,1076,0.006185171,0.012123115,0.009662851,3,61,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-121,0.027971137,-71.73665430433701
-37.01763687967673,success,-23.765728565289617,dcdd3e8ad0162d692145134a64a0b81109e09d93,3195859364187642400,1096,0.24228536350000002,0,0.0095792615,0,46,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-46,0.251864625,-13.251908314387112
-37.01763687967673,success,-23.765728565289617,dcdd3e8ad0162d692145134a64a0b81109e09d93,7846265530307404e3,1096,0.0020919709999999998,0.0119056785,0.0095126155,0,46,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-46,0.023510264999999995,-13.251908314387112
-53.10282414303194,success,-22.217864060085315,dcdd3e8ad0162d692145134a64a0b81109e09d93,3559650813638748700,1116,0.2614296655,0,0.0099339115,1,40,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-60,0.271363577,-30.884960082946623
-53.77179590160162,success,-22.217864060085315,dcdd3e8ad0162d692145134a64a0b81109e09d93,13086704043173853e3,1116,0.002789392,0.012524859,0.014036177,1,41,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-61,0.029350427999999998,-31.553931841516306
-33.102824143031924,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,821304345546978600,1136,0.262357878,0,0.009436231,0,40,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-40,0.271794109,-7.820033576191573
-35.08973716315973,success,-25.28279056684035,dcdd3e8ad0162d692145134a64a0b81109e09d93,17336244029239642e3,1136,0.002816891,0.012660465,0.014260176,0,43,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-43,0.029737531999999997,-9.806946596319381
-31.74454049896126,success,-20.63857163563444,dcdd3e8ad0162d692145134a64a0b81109e09d93,158606908695563e5,1156,0.25944628599999997,0,0.010128955,0,38,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-38,0.26957524099999997,-11.105968863326819
-35.738839791528136,success,-20.63857163563444,dcdd3e8ad0162d692145134a64a0b81109e09d93,1257261335115228e4,1156,0.01962419,0.012332425000000001,0.009635290500000001,0,44,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-44,0.0415919055,-15.100268155893694
-49.51141112129298,success,-19.02721317787414,dcdd3e8ad0162d692145134a64a0b81109e09d93,4488136564137464e3,1176,0.25505448399999997,0,0.009718876,0,68,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-68,0.26477335999999996,-30.48419794341884
-22.21786406008531,success,-19.02721317787414,dcdd3e8ad0162d692145134a64a0b81109e09d93,6059401241032687e3,1176,0.002518369,0.01216556,0.009756087,0,25,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-25,0.024440016000000002,-3.190650882211173
-751.8105164588906,failure,-26.029962661171947,dcdd3e8ad0162d692145134a64a0b81109e09d93,7354502960220569e3,1196,0.3160163045,0,0.0100538695,10,54,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-1254,0.326070174,-725.7805537977187
-45.83149240331459,success,-26.029962661171947,dcdd3e8ad0162d692145134a64a0b81109e09d93,9935090430768615e3,1196,0.004755521,0.012715998,0.010972778,0,61,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-61,0.028444297,-19.801529742142645
-41.883358588189,success,-26.769663034560228,dcdd3e8ad0162d692145134a64a0b81109e09d93,1085988286965957e4,1216,0.283365182,0,0.0104481595,0,54,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-54,0.2938133415,-15.11369555362877
-63.1406517737365,success,-26.769663034560228,dcdd3e8ad0162d692145134a64a0b81109e09d93,17031615278751967e3,1216,0.0022926455,0.012226270000000001,0.009869135000000001,2,40,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-80,0.0243880505,-36.37098873917627
-48.48628825761961,success,-28.94467727277075,dcdd3e8ad0162d692145134a64a0b81109e09d93,12051457743777638e3,1236,0.299107721,0,0.009672045,0,66,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-66,0.308779766,-19.541610984848862
-50.51613403997925,success,-28.94467727277075,dcdd3e8ad0162d692145134a64a0b81109e09d93,1430468725349928e4,1236,0.0429851595,0.012301313500000001,0.010131094,0,70,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-70,0.06541756700000001,-21.5714567672085
-38.88827604671345,success,-22.217864060085315,dcdd3e8ad0162d692145134a64a0b81109e09d93,1012951813774396e4,1256,0.267461002,0,0.00977456,0,49,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-49,0.277235562,-16.670411986628135
-31.055091413092182,success,-22.217864060085315,dcdd3e8ad0162d692145134a64a0b81109e09d93,548774001873917e4,1256,0.034567617,0.012130723,0.01010295,0,37,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-37,0.056801290000000004,-8.837227353006867
-33.102824143031924,success,-28.226946740172476,dcdd3e8ad0162d692145134a64a0b81109e09d93,17820997471160396e3,1276,0.28077742699999997,0,0.0103250745,0,40,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-40,0.29110250149999994,-4.875877402859448
-32.427095093971644,success,-28.226946740172476,dcdd3e8ad0162d692145134a64a0b81109e09d93,4733418891880912e3,1276,0.00216019,0.012081538,0.012740142,0,39,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-39,0.026981869999999998,-4.200148353799168
-20.638571635634438,success,-10.466174574128356,dcdd3e8ad0162d692145134a64a0b81109e09d93,13205129541400224e3,1296,0.216295676,0,0.009622205,0,23,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-23,0.225917881,-10.172397061506082
-26.029962661171943,success,-10.466174574128356,dcdd3e8ad0162d692145134a64a0b81109e09d93,9719253538728042e3,1296,0.007998838500000001,0.012363185,0.0118437305,0,30,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-30,0.032205754,-15.563788087043587
-94.8140798814316,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,13288778989559986e3,1316,0.299786145,0,0.009277049,3,49,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-109,0.309063194,-70.28600860179488
-254.52677209701724,success,-24.52807127963672,dcdd3e8ad0162d692145134a64a0b81109e09d93,17267197399705938e3,1316,0.002384169,0.012089899,0.010128105,14,71,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-351,0.024602172999999998,-229.99870081738052
-44.173386145213584,success,-33.10282414303193,dcdd3e8ad0162d692145134a64a0b81109e09d93,583053690044980500,1336,0.2975425365,0,0.018636484000000002,0,58,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-58,0.3161790205,-11.070562002181653
-50.51613403997925,success,-33.10282414303193,dcdd3e8ad0162d692145134a64a0b81109e09d93,4312600631711698e3,1336,0.0073304170000000005,0.012176398,0.0096068975,0,70,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-70,0.0291137125,-17.413309896947318
-1074.3468361841133,failure,-31.055091413092185,dcdd3e8ad0162d692145134a64a0b81109e09d93,6606144100827225e3,1356,0.30010358000000004,0,0.009432205499999999,10,14,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-1214,0.30953578550000005,-1043.291744771021
-1025.550494712274,failure,-31.055091413092185,dcdd3e8ad0162d692145134a64a0b81109e09d93,1135342220945813e4,1356,0.035742264,0.011994334,0.009400075,5,9,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-1109,0.057136673000000006,-994.4954032991818
-173.17331853623233,success,-17.383137616441324,dcdd3e8ad0162d692145134a64a0b81109e09d93,1712303523048023e4,1376,0.292954547,0,0.009532354,8,97,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-257,0.30248690100000003,-155.790180919791
-145.72807390384847,success,-17.383137616441324,dcdd3e8ad0162d692145134a64a0b81109e09d93,1809442060334416e4,1376,0.0098878295,0.012042431499999999,0.0098917235,6,100,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-220,0.0318219845,-128.34493628740714
-44.173386145213584,success,-31.744540498961264,dcdd3e8ad0162d692145134a64a0b81109e09d93,5396915137871374e3,1396,0.2738622345,0,0.009625302499999999,0,58,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-58,0.283487537,-12.42884564625232
-46.90944570448863,success,-31.744540498961264,dcdd3e8ad0162d692145134a64a0b81109e09d93,3668105766330958300,1396,0.002335403,0.01218142,0.010139699,0,63,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-63,0.024656522,-15.164905205527369
-26.769663034560224,success,-13.12541872310217,dcdd3e8ad0162d692145134a64a0b81109e09d93,18384409252324338e3,1416,0.250565493,0,0.009614349,0,31,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-31,0.260179842,-13.644244311458054
-22.99568541948446,success,-13.12541872310217,dcdd3e8ad0162d692145134a64a0b81109e09d93,13359097763275065e3,1416,0.0020174105,0.0118374875,0.0092685455,0,26,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-26,0.0231234435,-9.87026669638229
-208.4418257895035,success,-13.994164535871148,dcdd3e8ad0162d692145134a64a0b81109e09d93,1192537964801663e3,1436,0.256535631,0,0.01026381,10,55,CornerGoalsNonTrivial,_half_goals,_all_goals,POMCPOW,-255,0.26679944099999997,-194.44766125363236
-85.4334924033146,success,-13.994164535871148,dcdd3e8ad0162d692145134a64a0b81109e09d93,9632940955015358e3,1436,0.036859199,0.012515507,0.010861487,2,61,CornerGoalsNonTrivial,_half_goals,_all_goals,PSRP,-101,0.060236193,-71.43932786744345
